_id,gouvernorat,delegation,superficie,salle_de_bains,chambres,prix,description
eb20fdd35c032727b6ad91cc7236de1c95eb2363134959f8f801d960897130cc,Tunis,L Aouina,109.56,2,2,460000,"\nun coquet appartement S 2 Avec jardin Direct Promoteur d'une superficie de 109.56m² Jardin: 99.06m² occupant le Rez-de-chaussée d'une résidence bien gardée à l'aouina . l'appartement se compose d'un salon lumineux ouvrant sur la terrasse et le jardin , une cuisine  équipée avec hotte et plaque, une salle de douche ,une chambre à coucher avec dressing et une suite parentale avec sa propre salle de bain ouvrant aussi sur le jardin   .il dispose également du chauffage central, Trois climatiseurs en split, interphone et une place de parking au sous-sol à 17MD. Pour tous renseignements, contacter l'agent sur le"
db4e4cd600aff9c7c176fee0f51447d4f093de7aa5a8925224d4117a29ef92c8,Tunis,L Aouina,91,1,2,248400,"FB.6843\nA vendre un appartement S+2 au 5éme étage avec ascenseur à Cité Wahat dans une résidence R+5 gardé et sécurisé proche de toute commodité MONOPRIX , MG . Il se Compose d’un :\nSalon\nKitchenette équipé plaque , hotte , four\nSéchoir\nDeux chambres à coucher\nSalle de douche\nChauffage centrale\nNB : Paiement cache\nContacter notre conseiller en immobilier au"
7f09c39e153ec2331b1a4c6425ace2d47802aae1e669e9b8eaa5db7c87924ec2,Tunis,L Aouina,118,1,2,370000,
6057a53bb461eacd98633e7fe884f97786b55944c9285cd6443b9f56b8b9bac3,Tunis,Ain Zaghouen,117,2,2,400000,
88a0ed247359a8aa7ef34f273a942c9c4364fd2e36f2eb62f1160d0d80f9f265,Tunis,Ain Zaghouen,100,1,2,250000,
628a16fff6706e4218aceab3fba60a2294d3b30f7577f946215a5812c3af7f71,Tunis,Ain Zaghouen,117,1,0,360000,
673fa65f02178a3559a285a2cb6364ec40cdcdd75aeadfdbf64894031a886931,Tunis,Le Kram,100,01,04,0,À vendre un appartement s+3 situé au kram El yasmina complètement rénové bien aéré et éclairé bon voisinage prix interessant\nNon sérieux s'abstenir\nTel
9524700e6a0885541726eaf02c60f52d65f716ec1d29be0e5ea2e218f3bb3802,Tunis,L Aouina,125,1,3,380000,
84b81a1bb9375c96105044117def054804337be65aa0eecf974742e490e6fc40,Tunis,L Aouina,118,2,3,285000,S+2 d’une surface 118.66 m²\nS+3 - La surface varie entre 155 m² et 182 m²\nPour plus d'informations :\nMobile ou WhatsApp :
427e8ccbec4a810786be5c78ddfe630514482c8f88dc65827e234dfae88eef7c,Tunis,Jardins De Carthage,193,3,3,850000,✅ A Vendre appartement S+3 avec Vue sur le LAC\n📍 Jardins de Carthage \nCet appartement occupe le huitième étage d’une résidence sécurisée\n🔸 Un salon avec terrasse\n🔸 Une salle à manger\n🔸 Une cuisine équipée et aménagée avec ILOT\n🔸 Un séchoir avec un débarras\n🔸 Une salle d'eau pour invité\n🔸 Une suite parentale \n🔸 Une salle de douche \n🔸 Deux chambres à coucher  \n🔸 Une salle de bain commune\n🔸 Une place de parking sous-sol \n☎️
6a9479a152a7d946d008bec4189291548db040df6f3204b7dac0fd86e1bf35e5,Tunis,Jardins De Carthage,224,3,3,865000,✅ A Vendre appartement S+3 avec Vue sur le LAC\n📍 Jardins de Carthage \nCet appartement occupe le septième étage d’une résidence sécurisée\n🔸 Un salon avec terrasse\n🔸 Une salle à manger\n🔸 Une cuisine équipée et aménagée\n🔸 Une chambre de service \n🔸 Un séchoir \n🔸 Une salle d'eau pour invité\n🔸 Une suite parentale \n🔸 Une salle de douche \n🔸 Deux chambres à coucher  \n🔸 Une salle de bain commune\n🔸 Une place de parking sous-sol \n☎️
43324a6ba809ee6558d5e7089d624fd3c7178e82db1318e8b94f723a71d38132,Tunis,Ain Zaghouen,52,1,1,182,
e07afc4a036e43ebc71e35be1b81c45f3db9aeb05fac212106f8c2f347b79023,Tunis,Cit Olympique,136,2,3,290000,Mine D’or immobilière vous propose à la Vente un appartement en S+3  d’une superficie total 136m2 dans une immeuble proche de toutes les commodités à la Cité Olympique . \nIl se compose d’: \n ✅Un salon  lumineux avec balcon \n ✅Une cuisine équipé aménagée avec séchoir \n ✅Une salle d’eau invités \n ✅ Trois chambres à coucher \n ✅ Une salle d’eau avec cabine de douche \n\n**TITRE INDIVIDUEL DISPONIBLE \n\n📱Contactez-nous sur le
0261c1d10fed3ef18ccbfb340bf84bc34639e646414d1f8a1d52e52110087aa3,Tunis,Jardins De Carthage,224,3,3,770000,
4814291610d6634b5e7857fa932c7d7a377d9ba8cce2af40301db7be216055e9,Tunis,Jardins De Carthage,153,2,4,530000,"✅ A vendre appartement S+4 \n📍 Jardins de Carthage \nCet appartement, jamais habité, fait partie d'une résidence récemment construite.\n🔸 Un salon \n🔸 Une cuisine équipée et aménagée \n🔸 Un séchoir\n🔸 Une salle d'eau pour invité\n🔸 Deux chambre à coucher avec balcon\n🔸 Deux chambres à coucher avec fenêtre\n🔸 Une salle de bain commune\n🔸 Une place de parking sous-sol \n☎️"
34fe62f4a54edf095575cc7e477062a27784bca455a1852238b6c8a810791f3e,Tunis,L Aouina,68,2,2,238000,"  \nProfitez d’une remise CHOC EXCEPTIONNELLE sur tout les appartements S+1 et S+2  aux prix exceptionnels et imbattables à résidence « Les Palmerais » à l'Aouina Cité les palmerais.\nS+1 la surface entre 68m² et 80m²\nS+2 la surface entre 101m² et 136m²\n\nPour les visiter, notre agent commercial sera à votre disposition de lundi à samedi du 8h jusqu’à 16h.\nVous pouvez le contacter sur le"
8dc2f7a9a155ba7bed60645508ab3b9a9a0a93ea6ec0e24b3a015b8eb130b65d,Tunis,Autres Villes,0000,1.0,2.0,80000,
7bb6a1a2ec648d31027062b883d1b059882033daec7510c56c2b17e8e47a5f3d,Tunis,L Aouina,159,1,3,400000,AR2018: Profitez Maintenant et devenez un propriétaire \nEDF Immobilière Ariana Met en Vente un  Appartement Nouvelle Construction dans une Résidence Bien gardé à \n Cité LwahaT \nProche de toutes commodités \n Double Ascenseur \n Cuisine équipée \n3 chambres à coucher \n 2 cours \n Hall\n Salon\nSuperficie : 159 m² \nPrix : 400 Milles Dinars \nTitre Foncier \nN'hésitez pas de nous contacter sur le
4925919e7aa73d268310b4a78c78acbdb40859de7974dfe90141e9e8aede084b,Tunis,L Aouina,51,1,1,185000,FB.6887\nContacter notre conseillère en immobilière au
5692866356d69232c99e24e7289fd996e50f1a8c0e3b812f00f692c9117a2dc1,Tunis,L Aouina,63,1,1,230000,
90b57abdbf5151add51876aaffc0c8e2a79614c428c9c3627bb3cbb8bcf305ed,Tunis,Lac 2,290,3,4,1500000,"\nUn Appart S+3 dans une résidence de haut standing situé aux berges du lac 2.\nOn a un salon avec balcon, une cuisine équipée avec séchoir, une salle d’eau pour les invités, 3 suites parentales donnant sur un grand balcon. On a un cellier et une place parking au sous-sol. Pour plus de renseignement contacter l’agent sur le"
9872f1b249c6ba557c3c1c8bf53e99e5e927f3c9645637a9de9b3eff00720dce,Tunis,L Aouina,127,2,2,260000,Votre agence ALFACASA vous propose à vendre un appartement s+3 à Cité Wahat .\n– Etage: RDC .\n– Superficie: 127m².\n– Prix de vente: 260.000DT.\n•L appartement est composé de :\n– Un Salon spacieux et lumineux  .\n– Trois chambres à coucher dont une avec dressing.\n– Une cuisine équipée avec un séchoir .\n– Une salle de bain.\n_ Une salle d'eau .\n_ Chauffage centrale .\n_  place de parking .\nContactez-nous par message direct ou :\nTéléphone / WhatsApp :
f51a53d8d7667bfc709f6acc4ed50f637de083c9cde265c8517676daee25135d,Tunis,Centre Ville Lafayette,65,1,1,150000,À Vendre : Appartement à Lafayette \n\nAppartement S+1 situé au 2ème étage à Lafayette.\n\n- Prix : **150 000 DT**\n- 1 chambre + salon\n- Salle d'eau\n- Cuisine\n- Débarras\n\ntél :
4fd279bcb6e6fac2755173ef1d2b38ea53a87cebac267e845c7ed76822a94415,Tunis,Carthage,120,1,3,160000,"Un appart à rénover situé au 2 éme étage dans un immeuble à Carthage Salambo. A L'entrée, On a un salon, une cuisine avec séchoir, 3 chambres et une salle de bain. Pour tous les renseignements, Contacter l'agent sur le"
87e1d8e5b34a46e179a2a1feb40c86faab3554b59c46421f80486bbe5680abbc,Tunis,El Menzah 9,107,2,3,360000,"A Vendre un bel Appartement S+3 rénové d'une surface de 107m² sur titre foncier individuel, à EL Menzah9, un emplacement exceptionnel ,trés bien éclairé ,vue dégagée et aucun vis à vis ,l'appartement est composé d'un salon salle à manger avec balcon,d'une cuisine équipée meublée avec sechoir,d'une salle d'eau invitée, une salle de bain, 3 chambres à coucher avec placards. chauffage centrale et 3 climatiseurs, rideaux mishlers.\n\nPrix  : 360MD .\nPour plus de renseignement appelez au"
0ab4a4f6f03786a3ae818747be60e8a2bdeaa5e64c3a1d260b2aef867ce05c7e,Tunis,Lac 2,1,2,00,1,A vendre un S+2 au 2 ème étage situé dans une résidence calme et sécurisé R4 au berges du Lac 2 rue de la bourse \n\n📍 Emplacement stratégique  \n✅ place parking sous-sol disponible  \n\nPour plus d'informations contactez Téléphone
afccc23f44ac6e1c3028d2f8f4d0f1403d00527fb48ae41145416a482fb8d653,Tunis,Le Bardo,93,1,2,270000,
fe0d83ec7f1d4a39525fe1abce124e3c678bcf5b64dfe6d965333541c2b416ca,Tunis,L Aouina,176,2,3,470000,FB.6865\nContacter notre conseillère en immobilier au
74138b5d52021f6f66bb9f4b09a37aeb83ed3ac522b4195399565bc973730f5b,Tunis,Cit Olympique,1,3,À Vendre,310000,"A vendre, appartement de S+3, 2eme étage, cité STAR,  à proximité de l'institut des langues (Bouguiba school) , 310 000 DT\nMobile :"
2284fa2301675f96a93e95ffecef70719d861e5669ca97afa3c56b0cf18a9b4c,Tunis,La Goulette,110,1,2,300000,À VENDRE : Appartement de Haut Standing au Premier Étage\n\nAdresse: El minaa 1 la goulette tunis\n\nNumero téléphone:
aac9ec5ec7c07450278efd6ac5c3ecaa28455ec24239d4cd913f37c13f25a351,Tunis,Le Bardo,140,1,4,350,"À vendre un appartement S+3 spacieux au 3éme étage avec  ascenseur (2 apt dans chaque palier) , dans une résidence bien gardée et sécurisée à Cité El Wafa  LE Bardo à proximité toutes les commodités. II se compose d’un salon avec balcon, cuisine équipée avec rangement et sechoir, 3 chambres à coucher l'une d'elles avec placard plus salle de bain et salle d'eau. L’appartement comporte un chauffage central et 4 climatiseurs.\nPrix negociable. Pour plus d'info contacter"
f8cd0d274e019d7abd63caf3dedcd137070f1af30ee561e011f56e4dd70e6367,Tunis,L Aouina,1,1,51.78,181230,FB.6940\nContacter notre conseillère en immobilière au
f96bd6cee1ec444226c64df409d1a91e7c794e3a6910420ddc8a6c9ed1d10969,Tunis,Tunis,100,1,3,180000,"Un appart au 3éme étage situé dans un immeuble au coeur du Centre Ville, Tunis. A L'entrée, On a un salon avec balcon, une cuisine, 3 chambres et une salle de bain. Pour tous les renseignements, Contacter l'agent sur le"
d604a5e8b10fcc8d09637af3392d66bc90735e915dff5648e64247e140b7303b,Tunis,Carthage,192,1,3,350000,"Un RDC de Villa de haut standing avec une entrée indépendante sur un terrain de 192m² situé dans un quartier résidentiel à Carthage EL Yasmina. A L'entrée, On a un salon donnant sur un jardin, une cuisine équipée, une suite parentale, 2 chambres, une salle de bain et un garage. Pour tous les renseignements, Contacter l'agent sur le"
970c589f6444d2c252bdf6585e32423f10a0cc8fb39d009299f4016788d4ca6b,Tunis,La Goulette,200,1,2,380000,"Un RDC de Villa à rénover avec une entrée indépendante sur un terrain de 200m² situé dans un quartier résidentiel à Kheireddine, La Goulette. A L'entrée, On a un salon, une cuisine, 2 chambres et une salle de bain. A L'extérieur, On a une terrasse autour et un jardin Pour tous les renseignements, Contacter l'agent sur le"
3f2322aebed95771eb8c64c15d11023f01ca920315012a67997b9c1de31812d3,Tunis,L Aouina,85,1,2,220000,"\nUn Appart au 6éme étage avec double ascenseur situé aux Jardins de L'Aouina. A l'entrée, On a un salon avec balcon, une cuisine équipée avec séchoir, 2 chambres à coucher et une salle de bain. Pour tous les renseignements, Contacter L'agent sur le"
a30632a530dd6de79e40460c30a574f520d999cb86974941f64d99509d2643b1,Tunis,L Aouina,117,2,2,0,A vendre un appartement s2 haut standing direct promoteur a la nouvelle soukra avec place parking sous sol \nSe compose d’un salon avec balcon \nCuisine équipée avec séchoir \nSalle d’eau et salle de bain \n2 chambres avec dressing \nPlace parking sous sol\nVue dégage \nPour plus d’info contacter : \n
3dcca5364bb7702c52d1296fa45688e8389d61e15b4e5b5c57a300649a41cbb8,Tunis,Montplaisir,74,2,3,220,
b13c8cfc8eddeeb285490e52bc9f853d8fc31e6559d909fbf46883b6aabe2369,Tunis,Ain Zaghouan Nord,80,1,1,270000,FB.6492\nContacter notre agent en immobilière au
d339e5edf73b99df94110d6b704708c656d2bd21f41839101527191b0218839a,Tunis,Ain Zaghouan Nord,130,1,2,400000,
930f11c916713023d88d7788c1f7e951518f9c6b69bd131d1bad2c8f751a0519,Tunis,Ain Zaghouen,50,1,1,180000,
d4ecc4e8a73fd7f2f7c6786d55356137748052059e9338b00e7bb9fedc5ff178,Tunis,Le Bardo,9,0,0,0,salon à vendre 9 place \ndisponible bardo\n
5e36234abde742d8453dc1b3959bd3c3494f04b8611e154e2ba6836f8790165f,Tunis,Tunis,À Vendre,,,320000,
ed7c99c747e381ae006c54964c96e383a2fd2ff1bdaeb81d859c4a596a781426,Tunis,Menzah,130,1,3,260000,"A vendre joli appartement S3 à Menzah 8\nDe superficie 130 m2\nSe compose d'un salon,une chambre à coucher,deux chambres d'enfants,une cuisine équipée,une salle d'eau,une salle de bain.\npour plus d'information contactez nous à"
af2ffd0a8ab571316bf8c224d7a57d104f504fb5cf486639f5528c26db4c29a6,Tunis,L Aouina,1,1,81.65,243250,FB.6955\nContacter notre conseiller en immobilier au
80c57bc3aebe7cf3623756b487192a4a7b085e192853e68fce60b7d9fa40b7cd,Tunis,Ain Zaghouan Nord,1,1,80,269998,"FB.6492\nA vendre un appartement S+1 dans une résidence R+4 bien gardée et sécurisée à Ain Zaghouan Nord. L’appartement est composé d’un salon, chambre à coucher, Cuisine agencée bien équipée (plaque, hotte et four) plus un séchoir, et une salle de douche. L’appartement est installé d’un chauffage central et climatisation et une place de parking au sous sol est disponible\nContacter notre agent en immobilière au"
acb3b0087c958819f5e9137d837e77e608f6320647df7a70d792fb00b2675cd3,Tunis,Manar,142,2,4,270000,La Rosa immobilière est ravie de vous proposer en vente ce charmant duplex qui se trouve à Manar1\n- Superficie 110 net et 142 avec parties communes\n- Vue Panoramique \nLe prix de vente est de la somme de 270 000 d 💲\nBienvenue dans une expérience immobilière exceptionnelle avec agence La Rosa🌸 . Nous avons le plaisir de recevoir vos appels Tel📱 :
73fac74917986ebb37205160b69e00b6edc91020c72e57e15f28d905e0a0dc7a,Tunis,Carthage,98,1,2,185000,"Un étage de villa avec une entrée indépendante situé dans un bon quartier à Carthage EL Yasmina. A L'entrée, On a un salon avec balcon, une cuisine, 2 chambres et une salle de bain. NB: Possibilité de bâtir un autre étage. Pour tous les renseignements, Contacter l'agent sur le"
59a52b5a875afbba9dfb2f05f24a87738966d8767db6cf70698fe21f65f3cb94,Tunis,Ain Zaghouan Nord,1,1,À Vendre,270000,FB.6492\n\nContacter notre agent en immobilière au
37d0910270395e51370c0ab0a469ffa235ecb63fec7506e1856efbc54c7b5f1d,Tunis,Tunis,1000,1,1,650000,
d57d3cb6a5c4446a7cf04ab6b96b5a44f29451bedc88efd988aa5d10a95c0937,Tunis,Tunis,0.1,2,3,680000,
e6f692ba92c8392e48e878ab0f513d9c65d1410eeaa9a990b49f2bd4414ab771,Tunis,La Goulette,142,2,3,330000,"Un étage de Villa de charme situé dans un bon quartier à La Goulette Casino. A L'entrée, On a un salon avec balcon, une cuisine avec séchoir, une salle d'eau, 3 chambres et une salle de bain. Pour tous les renseignements, Contacter l'agent sur le"
8b431261ffcfb31a448dc413025b37aa3aa4d3c2b97e39e0b1b31e2aa0690ed0,Tunis,L Aouina,120,2,3,230000,🏡 A vendre appartement S+3 idéal pour investissement à l’aouina cité Wahat.\n✅ Superficie 120m2\n✅ Prix 235000 dt\n✅ étage : 4 éme\nPour plus d’informations merci de contacter votre agence immobilière sur ☎️
f90ddfcc3e370eb09157627de6688cfe26170fe55609303d9413af9704230bce,Tunis,L Aouina,145,2,3,365000,🏡 A vendre appartement S+3 haut standing à cité Wahat.\n✅ Superficie 145 m2\n✅ Prix 365000 dt\nPour plus d’informations merci de contacter votre agence immobilière sur ☎️
56d59873993e10d52a568b0b3119cf7986ab0ae7e235dbd1b5d80fde706a7cfe,Tunis,Jardins De Carthage,153,2,1,585000,🏡 A vendre appartement S+3 haut standing à Jardin de Carthage dans une résidence R+6.\n✅ Deux appartements par pallier \n✅ Superficie 153 m2\n✅ Prix : 585000 MD\nPour plus d’informations merci de contacter votre agence immobilière ☎️
04a01eef9734a83c9e66bbcaa2bd8362c24cbcc8c6d7cb274037285f7a10227b,Tunis,Monfleury,1,3,,175,
e4e95230829faed149ae4d17b46cfca111e96225cc33278666d4dddf08076b3b,Tunis,Lac 2,220,3,2,1320000,Votre agence ALFACASA vous propose à vendre un appartement s+3 haut standing meublé au LAC 2 .\n– Etage :2éme étage .\n– Superficie: 220m².\n– Prix de location : 1.320.000DT meublé / 1.250.000DT vide .\n•L appartement est composé de :\n– Un Salon spacieux et lumineux avec balcon .\n– Deux chambre à coucher avec dressing .\n- Une suite parental avec dressing .\n– Une cuisine bien équipée avec un séchoir.\n– Une salle d'eau et deux salles de bain .\n- Placards au couloir .\n_ Chauffage central / climatiseur .\n_ Deux places de parking avec cellier .\nContactez-nous par message direct ou :\nTéléphone / WhatsApp :
bce8764f5b55f3561df74bc40c7de380d999dde6c0ead502de2fc2f611e64216,Tunis,Lac 2,200,0,3,1,
b9b071ffc0ef23489db2d1992ebe32538455ed905e1d720745a95ba958d46885,Tunis,Carthage,150,1,3,350000,"Un coquet étage de villa situé dans un bon quartier à Carthage Med Ali. A L'entrée, On trouve un salon avec balcon, une cuisine équipée avec séchoir, 3 chambres, une salle de bain et une place de parking à l'extérieur. NB: Location meublé à 1200 dt par mois. Pour tous les renseignements, Contacter l'agent sur le"
279a0de0835aceea76ec5987541903f6f641ef874ef29ec40c136c428a392b27,Tunis,L Aouina,101,1,,272700,"FB.6946\nA vendre un appartement S+2 au 5éme étage avec ascenseur à Cité Wahat dans une résidence R+5 gardé et sécurisé proche de toute commodité MONOPRIX , MG . Il se Compose d’un :\nSalon\nCuisine équipé plaque, hotte, four\nSéchoir\nDeux chambres à coucher\nSalle de douche\nChauffage centrale\nParking :15000MD\nNB : Paiement cache\nContacter notre conseiller en immobilier au"
3425e7ec751170dd5e2eb36ad2a42f7be1a6bc89d4232591f7b768328774d14b,Tunis,El Menzah 1,1,1,À Vendre,240,
b13fd36c4de7cea74651a4922570c37269557751678691a2d530f82ae47514d5,Tunis,L Aouina,298,2,3,464998,🏡 A vendre appartement S+3 spacieux avec grand terrasse à cité Wahat avec titre bleu individuel \n✅ Superficie 148 m2 avec 150 m2 terrasse \n✅ Place de parking sous sol\n✅ Cellier\n🔴 Prix : 465000 dt 🤩🤩\nPour plus d’informations merci de contacter votre agence immobilière sur ☎️
9177781afe18f1ebcd21e0cb5c4d97d438d1d37d37e83e61e2870b3caf7624d6,Tunis,L Aouina,145,2,4,355000,🏡 A vendre appartement S+4 à cité Wahat \n✅ place parking sous sol \n✅ Superficie 145m2\n✅ Prix 355000 MD\nPour plus d’informations merci de contacter votre agence immobilier sur ☎️
dad04d6b9e4b0712ad30cc4aa59ea17210c2d4d9eb692a8cb011967e5f6386c3,Tunis,El Menzah 9,90,1,2,220000,immobiliere marwa met en vente un appartement s+2 a manzah 9 de 90m2 \n\nil se compose d'un; \nsalon avec balcon\n2 chambres à coucher \nune cuisine\nun salle de bain\n\nPRIX DE VENTE ; 220.000MD\n\npour plus d'information contactez nous sur ;
