prix,delegation,gouvernorat,chambres,salle_de_bains,nb_pieces,superficie,etage
150000.0,Centre Ville - Lafayette,Tunis,1,1.0,2.0,50.0,2
30000.0,Médina,Tunis,3,1.0,3.0,75.0,3
200000.0,Cité El Khadra,Tunis,3,1.0,4.0,77.0,2
95000.0,La Marsa,Tunis,1,1.0,2.0,50.0,2
120000.0,La Marsa,Tunis,2,1.0,3.0,100.0,1
300000.0,La Goulette,Tunis,2,1.0,2.0,110.0,1
100000.0,La Marsa,Tunis,2,1.0,3.0,100.0,1
90000.0,La Marsa,Tunis,1,1.0,2.0,100.0,1
399000.0,L'aouina,Tunis,2,2.0,3.0,127.0,4
330000.0,Carthage,Tunis,4,1.0,6.0,120.0,1
630000.0,La Marsa,Tunis,4,1.0,4.0,178.0,1
520000.0,L'aouina,Tunis,3,2.0,7.0,200.0,1
450000.0,L'aouina,Tunis,3,1.0,4.0,128.0,1
650000.0,La Marsa,Tunis,4,3.0,5.0,260.0,1
520000.0,Centre Urbain Nord,Tunis,3,2.0,4.0,152.0,1
730000.0,Jardin De Carthage,Tunis,3,2.0,4.0,202.0,1
406000.0,Aïn Zaghouan,Tunis,2,1.0,2.0,117.0,2
330000.0,La Marsa,Tunis,1,1.0,1.0,50.0,8
410000.0,Aïn Zaghouan,Tunis,2,2.0,2.0,117.0,1
850000.0,Jardin De Carthage,Tunis,3,2.0,4.0,174.0,9
360000.0,La Marsa,Tunis,3,1.0,4.0,110.0,2
320000.0,Carthage,Tunis,3,1.0,3.0,130.0,1
189000.0,L'aouina,Tunis,2,1.0,3.0,70.0,4
90000.0,Sidi El Béchir,Tunis,2,1.0,3.0,49.0,2
670000.0,La Marsa,Tunis,2,1.0,3.0,92.0,1
900000.0,La Marsa,Tunis,4,2.0,4.0,203.0,4
180000.0,Sidi Daoud,Tunis,1,1.0,2.0,60.0,1
400000.0,Aïn Zaghouan,Tunis,1,1.0,1.0,163.0,1
160000.0,Centre Ville - Lafayette,Tunis,3,1.0,3.0,64.0,5
290000.0,Centre Ville - Lafayette,Tunis,3,1.0,3.0,93.0,3
650000.0,Le Kram,Tunis,2,1.0,2.0,75.0,1
350000.0,Carthage,Tunis,2,1.0,3.0,98.0,2
360000.0,L'aouina,Tunis,3,1.0,3.0,135.0,1
70000.0,Aïn Zaghouan,Tunis,1,1.0,1.0,50.0,4
1150000.0,Les Berges Du Lac,Tunis,4,3.0,5.0,273.0,1
1450000.0,Les Berges Du Lac,Tunis,3,4.0,5.0,363.0,1
400000.0,Centre Urbain Nord,Tunis,2,1.0,2.0,105.0,2
270000.0,L'aouina,Tunis,3,2.0,6.0,130.0,5
230000.0,La Marsa,Tunis,2,1.0,3.0,65.0,1
425000.0,Jardin De Carthage,Tunis,2,2.0,3.0,137.0,1
900000.0,Gammarth,Tunis,4,4.0,4.0,623.0,1
650000.0,Carthage,Tunis,4,1.0,5.0,238.0,1
103000.0,Cité El Khadra,Tunis,2,1.0,3.0,60.0,1
200000.0,El Omrane supérieur,Tunis,3,1.0,4.0,103.0,1
105000.0,Ezzouhour,Tunis,2,1.0,3.0,80.6,1
300000.0,Les Berges Du Lac,Tunis,3,2.0,4.0,117.67999999999999,1
130000.0,Le Bardo,Tunis,2,1.0,3.0,70.0,1
325000.0,Aïn Zaghouan,Tunis,3,2.0,4.0,115.0,3
1500000.0,Les Berges Du Lac,Tunis,3,3.0,5.0,183.0,4
850000.0,La Marsa,Tunis,2,2.0,3.0,165.0,1
170000.0,Centre Urbain Nord,Tunis,2,1.0,3.0,143.0,1
330000.0,La Marsa,Tunis,1,1.0,2.0,65.0,1
250000.0,La Marsa,Tunis,2,1.0,3.0,115.0,1
250000.0,El Ouardia,Tunis,3,1.0,4.0,174.0,1
190000.0,Centre Ville - Lafayette,Tunis,2,1.0,3.0,96.0,1
565000.0,La Marsa,Tunis,3,1.0,4.0,170.0,1
90000.0,Ezzouhour,Tunis,2,1.0,3.0,80.0,1
170000.0,Le Bardo,Tunis,3,2.0,4.0,85.0,1
360000.0,Le Bardo,Tunis,3,2.0,4.0,115.0,1
400000.0,Cité El Khadra,Tunis,2,1.0,2.0,105.0,3
340000.0,Médina,Tunis,6,2.0,7.0,207.0,2
278000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,103.0,3
535000.0,Jardin De Carthage,Tunis,3,2.0,4.0,160.0,1
200000.0,Les Berges Du Lac,Tunis,2,1.0,3.0,150.0,1
370000.0,Gammarth,Tunis,2,2.0,3.0,110.0,2
165000.0,Sidi El Béchir,Tunis,3,1.0,3.0,60.0,3
415000.0,Cité El Khadra,Tunis,5,2.0,6.0,200.0,3
535000.0,Aïn Zaghouan,Tunis,3,2.0,9.0,164.0,4
240000.0,L'aouina,Tunis,2,1.0,3.0,113.0,2
970000.0,Les Berges Du Lac,Tunis,3,2.0,4.0,242.0,1
390000.0,Agba,Tunis,4,3.0,4.0,280.0,2
600000.0,La Marsa,Tunis,4,2.0,5.0,198.6,1
198000.0,L'aouina,Tunis,1,1.0,2.0,69.0,2
540000.0,Jardin De Carthage,Tunis,3,2.0,4.0,138.0,1
364000.0,Cité El Khadra,Tunis,2,1.0,3.0,107.0,1
240000.0,La Goulette,Tunis,2,1.0,3.0,95.0,1
306000.0,Cité El Khadra,Tunis,2,1.0,3.0,90.0,1
398000.0,Le Kram,Tunis,3,1.0,4.0,120.0,1
410000.0,La Marsa,Tunis,2,1.0,3.0,144.0,2
250000.0,Le Bardo,Tunis,4,2.0,6.0,140.0,1
410000.0,Jardin De Carthage,Tunis,3,1.0,4.0,137.0,2
270000.0,Le Bardo,Tunis,3,2.0,5.0,110.0,1
575000.0,Jardin De Carthage,Tunis,3,2.0,4.0,172.0,1
104000.0,La Marsa,Tunis,1,1.0,1.0,42.0,7
260000.0,Cité El Khadra,Tunis,3,2.0,4.0,120.0,3
598000.0,Jardin De Carthage,Tunis,2,2.0,3.0,136.0,1
325000.0,Jardin De Carthage,Tunis,1,1.0,2.0,69.0,1
326000.0,La Marsa,Tunis,2,2.0,3.0,117.0,1
297000.0,L'aouina,Tunis,3,1.0,3.0,140.0,1
795000.0,Gammarth,Tunis,3,2.0,4.0,170.0,1
1400000.0,Les Berges Du Lac,Tunis,3,4.0,4.0,310.0,1
60000.0,Djebel Jelloud,Tunis,2,1.0,5.0,50.0,2
185000.0,L'aouina,Tunis,2,1.0,3.0,94.0,1
900000.0,Gammarth,Tunis,6,5.0,6.0,623.0,1
849000.0,Jardin De Carthage,Tunis,3,2.0,3.0,193.0,1
220000.0,Ettahrir,Tunis,3,1.0,4.0,100.0,4
3100000.0,Les Berges Du Lac,Tunis,5,5.0,7.0,540.0,1
220000.0,Médina,Tunis,6,1.0,6.0,115.0,1
203000.0,Le Bardo,Tunis,2,1.0,2.0,110.0,2
295000.0,Le Bardo,Tunis,3,1.0,4.0,140.0,1
155000.0,L'aouina,Tunis,2,1.0,2.0,62.0,3
2000000.0,Centre Ville - Lafayette,Tunis,3,1.0,2.0,85.0,1
750000.0,Gammarth,Tunis,3,2.0,3.0,158.0,2
560000.0,Les Berges Du Lac,Tunis,3,2.0,5.0,137.0,6
800000.0,La Marsa,Tunis,3,3.0,5.0,138.0,6
600000.0,Le Kram,Tunis,2,1.0,3.0,90.0,2
220000.0,Le Bardo,Tunis,3,1.0,4.0,110.0,2
410000.0,La Marsa,Tunis,3,2.0,3.0,110.0,1
410000.0,La Marsa,Tunis,3,1.0,4.0,144.0,2
750000.0,Les Berges Du Lac,Tunis,2,1.0,3.0,120.0,3
800000.0,Le Bardo,Tunis,3,3.0,6.0,530.0,3
470000.0,Jardin De Carthage,Tunis,3,2.0,4.0,150.0,7
150000.0,Sidi Bou Said,Tunis,1,1.0,2.0,50.0,1
220000.0,Carthage,Tunis,2,1.0,3.0,80.0,2
160000.0,Centre Ville - Lafayette,Tunis,4,1.0,4.0,120.0,1
2700000.0,Les Berges Du Lac,Tunis,4,3.0,8.0,600.0,1
2400000.0,La Marsa,Tunis,10,5.0,10.0,780.0,3
110000.0,Centre Ville - Lafayette,Tunis,2,1.0,5.0,114.7,1
370000.0,Carthage,Tunis,2,1.0,3.0,100.0,1
750000.0,La Marsa,Tunis,3,1.0,4.0,142.0,2
1200000.0,Les Berges Du Lac,Tunis,3,2.0,5.0,293.0,1
180000.0,L'aouina,Tunis,2,1.0,3.0,105.2,1
150000.0,Centre Ville - Lafayette,Tunis,1,1.0,2.0,50.0,1
520000.0,La Goulette,Tunis,4,3.0,5.0,118.0,2
87000.0,Ettahrir,Tunis,2,1.0,3.0,72.0,1
190000.0,La Marsa,Tunis,1,1.0,2.0,83.0,1
295000.0,L'aouina,Tunis,2,1.0,3.0,110.0,1
165000.0,L'aouina,Tunis,1,1.0,2.0,65.0,1
340000.0,L'aouina,Tunis,3,3.0,4.0,152.0,1
137000.0,Centre Ville - Lafayette,Tunis,2,1.0,3.0,60.0,1
170000.0,Cité El Khadra,Tunis,2,1.0,3.0,95.0,1
340000.0,L'aouina,Tunis,2,1.0,2.0,95.0,3
290000.0,Aïn Zaghouan,Tunis,1,1.0,1.0,64.0,1
252900.0,La Marsa,Tunis,1,1.0,2.0,99.0,2
523000.0,Aïn Zaghouan,Tunis,2,1.0,2.0,122.0,1
404000.0,La Marsa,Tunis,3,3.0,4.0,144.0,3
110000.0,Centre Ville - Lafayette,Tunis,2,1.0,2.0,64.6,1
260000.0,Le Bardo,Tunis,3,2.0,6.0,110.0,6
360000.0,L'aouina,Tunis,3,3.0,4.0,166.0,2
210000.0,Mutuelleville,Tunis,3,1.0,4.0,100.0,3
155000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,74.0,2
215000.0,Aïn Zaghouan,Tunis,1,1.0,2.0,76.0,1
140000.0,Sidi Bou Said,Tunis,1,1.0,2.0,58.0,1
109000.0,El Ouardia,Tunis,3,1.0,4.0,75.0,1
510000.0,Aïn Zaghouan,Tunis,2,2.0,3.0,129.0,3
85000.0,Le Bardo,Tunis,2,1.0,2.0,80.0,3
900000.0,Jardin De Carthage,Tunis,4,3.0,5.0,234.0,1
550000.0,Les Berges Du Lac,Tunis,3,2.0,4.0,180.0,1
142000.0,L'aouina,Tunis,1,1.0,1.0,45.0,3
1050000.0,La Marsa,Tunis,4,2.0,5.0,290.0,1
1050000.0,Les Berges Du Lac,Tunis,4,1.0,5.0,290.0,1
900000.0,Jardin De Carthage,Tunis,4,3.0,5.0,234.0,1
700000.0,La Marsa,Tunis,2,1.0,2.0,120.0,2
460000.0,La Marsa,Tunis,3,2.0,4.0,147.0,6
250000.0,Centre Ville - Lafayette,Tunis,5,1.0,5.0,150.0,3
1400000.0,Jardin De Carthage,Tunis,4,3.0,8.0,300.0,2
950000.0,Les Berges Du Lac,Tunis,4,3.0,6.0,200.0,1
215000.0,L'aouina,Tunis,2,1.0,3.0,104.0,1
165000.0,La Goulette,Tunis,2,1.0,3.0,69.0,1
60000.0,Hraïria,Tunis,3,1.0,3.0,48.0,4
240000.0,Sidi El Béchir,Tunis,6,2.0,6.0,168.0,4
970000.0,Les Berges Du Lac,Tunis,3,2.0,4.0,243.0,1
160000.0,Centre Ville - Lafayette,Tunis,3,1.0,4.0,105.52000000000001,1
470000.0,Jardin De Carthage,Tunis,2,2.0,3.0,127.0,1
300000.0,La Marsa,Tunis,3,2.0,4.0,107.0,1
248000.0,Aïn Zaghouan,Tunis,1,1.0,2.0,80.0,1
275000.0,Aïn Zaghouan,Tunis,1,1.0,2.0,64.0,1
170000.0,El Omrane supérieur,Tunis,3,1.0,4.0,100.0,3
355000.0,Carthage,Tunis,3,2.0,4.0,136.0,5
80000.0,Centre Ville - Lafayette,Tunis,1,1.0,4.0,38.0,1
90000.0,Centre Ville - Lafayette,Tunis,3,1.0,4.0,100.0,1
220000.0,Ettahrir,Tunis,2,1.0,6.0,90.0,1
290000.0,La Marsa,Tunis,3,1.0,4.0,140.0,5
109000.0,El Ouardia,Tunis,3,1.0,4.0,75.0,1
370000.0,El Ouardia,Tunis,1,1.0,2.0,60.0,1
580000.0,La Goulette,Tunis,3,2.0,4.0,102.0,1
100000.0,Gammarth,Tunis,3,2.0,5.0,193.0,3
1950000.0,Jardin De Carthage,Tunis,5,4.0,6.0,353.0,7
530000.0,Aïn Zaghouan,Tunis,4,2.0,5.0,185.0,1
580000.0,La Marsa,Tunis,9,3.0,9.0,200.0,1
240000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,93.0,3
450000.0,Les Berges Du Lac,Tunis,2,1.0,3.0,157.0,4
460000.0,La Marsa,Tunis,2,1.0,3.0,100.0,2
350000.0,Cité El Khadra,Tunis,3,1.0,4.0,110.0,3
280000.0,Le Bardo,Tunis,3,2.0,6.0,110.0,1
45000.0,Sidi Hassine,Tunis,3,1.0,4.0,92.0,1
670000.0,La Marsa,Tunis,2,2.0,3.0,132.0,1
600000.0,Sidi Bou Said,Tunis,3,2.0,4.0,155.0,1
245000.0,Centre Ville - Lafayette,Tunis,4,1.0,4.0,160.0,1
500000.0,Sidi Bou Said,Tunis,1,1.0,2.0,155.0,2
570000.0,Gammarth,Tunis,2,1.0,3.0,168.0,1
160000.0,El Ouardia,Tunis,3,2.0,4.0,111.0,3
250000.0,L'aouina,Tunis,2,1.0,3.0,100.0,1
800000.0,Jardin De Carthage,Tunis,3,1.0,4.0,200.0,1
661000.0,Jardin De Carthage,Tunis,2,1.0,3.0,156.5,1
230000.0,Cité Olympique,Tunis,3,1.0,4.0,105.0,1
550000.0,Jardin De Carthage,Tunis,3,1.0,4.0,170.0,1
850000.0,Jardin De Carthage,Tunis,3,1.0,4.0,189.0,1
850000.0,Jardin De Carthage,Tunis,3,1.0,4.0,184.0,1
570000.0,Jardin De Carthage,Tunis,2,1.0,3.0,122.0,1
460000.0,La Goulette,Tunis,3,1.0,5.0,84.0,4
565000.0,La Goulette,Tunis,3,1.0,4.0,158.0,2
350000.0,Sidi El Béchir,Tunis,4,1.0,5.0,150.0,1
240000.0,Aïn Zaghouan,Tunis,2,1.0,2.0,90.0,1
200000.0,La Marsa,Tunis,2,2.0,4.0,80.0,1
150000.0,Cité El Khadra,Tunis,2,1.0,3.0,80.0,1
255000.0,L'aouina,Tunis,3,1.0,4.0,110.0,1
327600.0,La Marsa,Tunis,3,1.0,3.0,131.0,1
128100.0,La Marsa,Tunis,1,1.0,1.0,49.0,2
290000.0,Aïn Zaghouan,Tunis,1,1.0,1.0,64.0,1
129750.0,La Marsa,Tunis,1,1.0,1.0,49.0,1
255000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,100.0,1
262000.0,La Marsa,Tunis,1,1.0,1.0,75.0,4
330000.0,L'aouina,Tunis,2,1.0,2.0,114.0,3
833000.0,Jardin De Carthage,Tunis,3,1.0,4.0,245.0,1
402000.0,La Marsa,Tunis,2,2.0,3.0,120.0,2
540000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,122.0,1
720000.0,Aïn Zaghouan,Tunis,3,1.0,4.0,170.0,1
120000.0,Sidi El Béchir,Tunis,1,1.0,2.0,65.0,1
230000.0,La Marsa,Tunis,2,2.0,4.0,150.0,1
520000.0,Les Berges Du Lac,Tunis,2,1.0,4.0,95.0,1
510000.0,Cité El Khadra,Tunis,3,2.0,4.0,178.0,2
300000.0,Le Bardo,Tunis,3,1.0,4.0,138.0,3
360000.0,L'aouina,Tunis,3,1.0,4.0,120.0,3
150000.0,Le Kram,Tunis,3,1.0,6.0,111.0,4
220000.0,Cité Olympique,Tunis,2,2.0,3.0,80.0,1
215000.0,Le Kram,Tunis,2,1.0,3.0,110.0,1
210000.0,Le Bardo,Tunis,3,2.0,4.0,110.0,4
390000.0,L'aouina,Tunis,3,1.0,4.0,150.0,1
140000.0,La Marsa,Tunis,1,1.0,2.0,40.0,2
350000.0,La Marsa,Tunis,1,1.0,2.0,80.0,2
4990000.0,La Marsa,Tunis,2,2.0,3.0,180.0,3
300000.0,Aïn Zaghouan,Tunis,3,1.0,4.0,110.0,2
209000.0,L'aouina,Tunis,1,1.0,2.0,70.0,1
230000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,87.0,2
170000.0,L'aouina,Tunis,1,1.0,2.0,53.0,5
385000.0,L'aouina,Tunis,5,2.0,7.0,163.68,1
138000.0,L'aouina,Tunis,1,1.0,1.0,61.976,6
230000.0,L'aouina,Tunis,3,1.0,4.0,117.0,6
275000.0,L'aouina,Tunis,3,2.0,3.0,118.2,2
260000.0,Les Berges Du Lac,Tunis,2,1.0,3.0,90.0,1
615000.0,Jardin De Carthage,Tunis,3,3.0,3.0,221.0,7
136000.0,Aïn Zaghouan,Tunis,1,1.0,1.0,59.9,7
240000.0,Jardin De Carthage,Tunis,1,1.0,1.0,75.0,3
235000.0,L'aouina,Tunis,2,1.0,2.0,72.8,4
260000.0,L'aouina,Tunis,3,2.0,3.0,105.2,1
1255000.0,Les Berges Du Lac,Tunis,3,4.0,5.0,247.0,1
270000.0,La Marsa,Tunis,3,1.0,3.0,12.0,1
74900.0,Le Bardo,Tunis,3,1.0,3.0,76.0,2
210000.0,L'aouina,Tunis,2,1.0,3.0,100.0,1
320000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
750000.0,La Marsa,Tunis,9,6.0,9.0,500.0,1
210000.0,L'aouina,Tunis,2,1.0,3.0,100.0,1
250000.0,Gammarth,Tunis,3,1.0,4.0,110.0,1
320000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
210000.0,L'aouina,Tunis,2,1.0,3.0,100.0,1
350000.0,L'aouina,Tunis,2,1.0,4.0,226.0,1
310000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
280000.0,L'aouina,Tunis,3,2.0,4.0,157.0,4
1086000.0,La Marsa,Tunis,3,2.0,4.0,252.0,1
1258000.0,La Marsa,Tunis,3,2.0,4.0,293.0,1
189000.0,Sidi Hassine,Tunis,4,2.0,7.0,124.0,7
162000.0,L'aouina,Tunis,1,1.0,1.0,56.0,4
120000.0,L'aouina,Tunis,1,1.0,1.0,54.0,3
165000.0,L'aouina,Tunis,1,1.0,1.0,60.0,2
145000.0,L'aouina,Tunis,1,1.0,1.0,50.0,1
310000.0,L'aouina,Tunis,3,2.0,4.0,140.0,1
285000.0,L'aouina,Tunis,3,2.0,3.0,90.0,1
1020000.0,La Marsa,Tunis,3,2.0,4.0,237.0,1
157000.0,L'aouina,Tunis,1,1.0,1.0,70.0,7
305000.0,L'aouina,Tunis,3,2.0,3.0,127.0,3
295000.0,L'aouina,Tunis,3,2.0,3.0,145.0,3
460000.0,Sidi Daoud,Tunis,3,2.0,4.0,165.0,8
180000.0,El Omrane supérieur,Tunis,3,1.0,3.0,109.0,1
210000.0,L'aouina,Tunis,2,1.0,2.0,95.0,3
560000.0,Les Berges Du Lac,Tunis,3,1.0,4.0,134.0,1
165000.0,Agba,Tunis,3,1.0,3.0,127.0,1
260000.0,L'aouina,Tunis,1,1.0,3.0,101.0,1
2563000.0,Les Berges Du Lac,Tunis,4,5.0,6.0,366.6,1
1540000.0,Les Berges Du Lac,Tunis,4,4.0,5.0,320.0,1
300000.0,Sidi Bou Said,Tunis,2,1.0,2.0,70.0,1
145000.0,L'aouina,Tunis,1,1.0,2.0,79.0,1
380000.0,La Marsa,Tunis,3,1.0,3.0,254.0,1
1250000.0,La Marsa,Tunis,3,1.0,4.0,150.0,2
85000.0,Ezzouhour,Tunis,2,1.0,3.0,55.0,1
800000.0,L'aouina,Tunis,10,4.0,10.0,620.0,3
145000.0,L'aouina,Tunis,1,1.0,2.0,79.0,1
125000.0,Le Bardo,Tunis,2,1.0,3.0,70.0,1
138000.0,L'aouina,Tunis,1,1.0,1.0,57.7712,7
700000.0,La Marsa,Tunis,10,6.0,10.0,220.0,3
190000.0,L'aouina,Tunis,2,2.0,2.0,83.0,1
500000.0,L'aouina,Tunis,3,3.0,3.0,142.4,9
245000.0,L'aouina,Tunis,2,1.0,2.0,92.8,1
217000.0,L'aouina,Tunis,2,1.0,2.0,84.0,2
225000.0,L'aouina,Tunis,2,1.0,2.0,77.3,5
190000.0,L'aouina,Tunis,2,1.0,2.0,83.0,1
1270000.0,L'aouina,Tunis,9,6.0,9.0,352.4,1
265000.0,L'aouina,Tunis,3,2.0,3.0,115.2,4
290000.0,L'aouina,Tunis,2,2.0,2.0,84.6,1
225000.0,L'aouina,Tunis,2,1.0,2.0,85.16,5
290000.0,L'aouina,Tunis,3,2.0,3.0,100.0,2
153000.0,L'aouina,Tunis,1,1.0,1.0,66.52000000000001,7
217000.0,L'aouina,Tunis,2,1.0,3.0,103.6,2
1180000.0,L'aouina,Tunis,5,3.0,5.0,264.6,1
242000.0,L'aouina,Tunis,4,2.0,3.0,106.0,6
95000.0,El Omrane,Tunis,1,1.0,4.0,73.0,1
235000.0,L'aouina,Tunis,2,1.0,3.0,100.0,3
80000.0,Le Bardo,Tunis,2,1.0,3.0,84.2,2
295000.0,Jardin De Carthage,Tunis,1,1.0,3.0,84.0,1
135000.0,Centre Ville - Lafayette,Tunis,2,1.0,3.0,90.0,1
35000.0,Agba,Tunis,2,1.0,3.0,56.0,1
260000.0,Gammarth,Tunis,3,2.0,4.0,117.0,2
75000.0,Le Bardo,Tunis,2,2.0,3.0,80.0,2
270000.0,La Goulette,Tunis,3,1.0,3.0,93.0,1
125000.0,Hraïria,Tunis,3,1.0,5.0,85.0,1
200000.0,Aïn Zaghouan,Tunis,1,1.0,2.0,120.0,1
365000.0,Aïn Zaghouan,Tunis,2,2.0,6.0,120.0,1
300000.0,Gammarth,Tunis,3,1.0,4.0,110.0,2
1250000.0,La Marsa,Tunis,4,3.0,5.0,220.0,1
220000.0,L'aouina,Tunis,2,1.0,3.0,135.0,1
230000.0,Centre Ville - Lafayette,Tunis,4,2.0,6.0,115.0,3
145000.0,L'aouina,Tunis,1,1.0,2.0,60.0,1
245000.0,Jardin De Carthage,Tunis,3,2.0,3.0,121.08,1
210000.0,Aïn Zaghouan,Tunis,2,1.0,3.0,104.0,1
220000.0,Médina,Tunis,2,1.0,3.0,190.0,2
65000.0,Djebel Jelloud,Tunis,2,1.0,3.0,50.0,1
695000.0,Jardin De Carthage,Tunis,3,3.0,4.0,237.0,3
175000.0,Les Berges Du Lac,Tunis,2,1.0,2.0,110.0,1
430000.0,La Marsa,Tunis,3,2.0,4.0,150.0,5
270000.0,El Omrane supérieur,Tunis,3,1.0,4.0,160.0,1
319000.0,Sidi Daoud,Tunis,2,1.0,3.0,120.0,3
950000.0,La Marsa,Tunis,3,4.0,6.0,200.0,1
500000.0,Les Berges Du Lac,Tunis,4,1.0,6.0,133.0,2
286000.0,Aïn Zaghouan,Tunis,1,1.0,2.0,61.0,9
430000.0,Aïn Zaghouan,Tunis,3,3.0,3.0,158.0,2
860000.0,La Marsa,Tunis,4,3.0,5.0,222.0,1
140000.0,L'aouina,Tunis,1,1.0,3.0,60.0,1
105000.0,El Ouardia,Tunis,3,1.0,3.0,75.0,3
140000.0,L'aouina,Tunis,1,1.0,3.0,60.0,1
130000.0,L'aouina,Tunis,1,1.0,2.0,53.0,1
210000.0,L'aouina,Tunis,3,1.0,4.0,86.0,1
140000.0,L'aouina,Tunis,1,1.0,2.0,86.0,1
315000.0,L'aouina,Tunis,3,2.0,6.0,138.0,1
210000.0,L'aouina,Tunis,2,1.0,3.0,86.0,1
150000.0,El Omrane,Tunis,3,2.0,7.0,100.0,1
270000.0,Aïn Zaghouan,Tunis,2,2.0,4.0,128.0,1
220000.0,Cité El Khadra,Tunis,3,1.0,7.0,120.0,1
320000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
280000.0,Le Bardo,Tunis,3,1.0,5.0,120.0,1
300000.0,Le Bardo,Tunis,4,1.0,5.0,128.0,1
135000.0,Ettahrir,Tunis,3,1.0,4.0,105.0,3
145000.0,Sidi Hassine,Tunis,2,1.0,3.0,110.0,1
110000.0,Agba,Tunis,2,1.0,3.0,75.0,3
185000.0,Médina,Tunis,3,1.0,4.0,145.0,3
185000.0,Centre Ville - Lafayette,Tunis,3,1.0,3.0,80.0,1
300000.0,Le Bardo,Tunis,3,1.0,4.0,128.0,1
290000.0,Aïn Zaghouan,Tunis,3,2.0,4.0,160.0,4
120000.0,Le Bardo,Tunis,1,1.0,2.0,74.0,4
310000.0,L'aouina,Tunis,3,2.0,5.0,172.0,1
320000.0,Le Bardo,Tunis,2,1.0,3.0,140.0,1
250000.0,L'aouina,Tunis,2,2.0,4.0,125.0,1
200000.0,Cité El Khadra,Tunis,4,1.0,4.0,103.0,4
300000.0,L'aouina,Tunis,3,2.0,5.0,145.0,1
140000.0,L'aouina,Tunis,1,1.0,2.0,60.0,1
210000.0,La Marsa,Tunis,2,1.0,4.0,120.0,1
320000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
270000.0,Sidi Bou Said,Tunis,2,2.0,3.0,86.0,1
200000.0,Jardin De Carthage,Tunis,1,1.0,2.0,50.0,4
3100000.0,Le Kram,Tunis,2,2.0,3.0,129.0,1
350000.0,Le Kram,Tunis,2,2.0,3.0,100.0,1
155000.0,Cité El Khadra,Tunis,2,1.0,3.0,75.0,4
115000.0,Le Bardo,Tunis,3,1.0,4.0,82.0,1
160000.0,La Marsa,Tunis,2,1.0,3.0,70.6,1
85000.0,Cité El Khadra,Tunis,2,1.0,3.0,65.0,3
320000.0,La Marsa,Tunis,2,2.0,3.0,124.0,2
350000.0,L'aouina,Tunis,2,2.0,2.0,91.0088,1
340000.0,Cité El Khadra,Tunis,3,1.0,7.0,123.4,1
300000.0,L'aouina,Tunis,3,2.0,3.0,105.32000000000001,1
125000.0,L'aouina,Tunis,1,1.0,2.0,45.0,1
178000.0,L'aouina,Tunis,1,1.0,1.0,62.6,1
138000.0,L'aouina,Tunis,1,1.0,1.0,60.32543999999999,6
138000.0,L'aouina,Tunis,1,1.0,1.0,60.410528,6
90000.0,L'aouina,Tunis,2,1.0,2.0,77.6,1
265000.0,L'aouina,Tunis,3,2.0,3.0,117.64000000000001,4
210000.0,L'aouina,Tunis,2,1.0,3.0,86.0,1
165000.0,L'aouina,Tunis,1,1.0,1.0,54.0,2
153000.0,L'aouina,Tunis,1,1.0,1.0,68.104,7
138000.0,L'aouina,Tunis,1,1.0,1.0,60.0926336,7
240000.0,L'aouina,Tunis,3,2.0,3.0,103.4,4
1470000.0,Les Berges Du Lac,Tunis,3,4.0,4.0,180.0,2
265000.0,L'aouina,Tunis,3,2.0,3.0,112.56799999999998,4
330000.0,L'aouina,Tunis,3,2.0,3.0,129.0,1
140000.0,L'aouina,Tunis,3,2.0,3.0,85.0,3
89000.0,Agba,Tunis,2,1.0,2.0,100.0,1
240000.0,L'aouina,Tunis,3,2.0,3.0,103.6,4
155000.0,L'aouina,Tunis,1,1.0,1.0,74.5248,7
460000.0,Aïn Zaghouan,Tunis,4,2.0,5.0,302.0,7
250000.0,L'aouina,Tunis,2,1.0,3.0,140.0,4
458000.0,Jardin De Carthage,Tunis,3,3.0,4.0,158.0,8
620000.0,Jardin De Carthage,Tunis,3,3.0,4.0,221.0,9
320000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
224000.0,Aïn Zaghouan,Tunis,3,1.0,3.0,81.0,7
210000.0,L'aouina,Tunis,2,1.0,3.0,100.0,1
3200000.0,La Marsa,Tunis,8,2.0,9.0,600.0,1
120000.0,Le Bardo,Tunis,3,1.0,6.0,70.0,1
250000.0,Agba,Tunis,3,1.0,4.0,125.0,1
87000.0,El Ouardia,Tunis,3,1.0,3.0,89.0,3
310000.0,L'aouina,Tunis,3,2.0,5.0,138.0,1
90000.0,Hraïria,Tunis,2,1.0,3.0,60.0,1
255000.0,L'aouina,Tunis,2,1.0,3.0,105.0,3
155000.0,Centre Ville - Lafayette,Tunis,3,1.0,3.0,70.0,4
